"Region","District","Village","year","rank"
"Amhara","Libo Kemkem","Anigot","2014","5"
"Amhara","Libo Kemkem","Anigot","2000","6"
"Amhara","Libo Kemkem","Anigot","2001","7"
"Amhara","Libo Kemkem","Anigot","2004","8"
"Amhara","Libo Kemkem","Anigot","2012","9"
"Amhara","Libo Kemkem","Anigot","2003","10"
"Amhara","Libo Kemkem","Estifanos","1984","1"
"Amhara","Libo Kemkem","Estifanos","1988","2"
"Amhara","Libo Kemkem","Estifanos","2002","3"
"Amhara","Libo Kemkem","Estifanos","1999","4"
"Amhara","Libo Kemkem","Estifanos","1990","5"
"Amhara","Libo Kemkem","Estifanos","2009","6"
"Amhara","Libo Kemkem","Estifanos","2010","7"
"Amhara","Libo Kemkem","Estifanos","2005","8"
"Amhara","Libo Kemkem","Estifanos","2015","9"
"Amhara","Libo Kemkem","Estifanos","2000","10"
"Amhara","Libo Kemkem","Agela","1984","1"
"Amhara","Libo Kemkem","Agela","1987","2"
"Amhara","Libo Kemkem","Agela","2000","3"
"Amhara","Libo Kemkem","Agela","1996","4"
"Amhara","Libo Kemkem","Agela","1999","5"
"Amhara","Libo Kemkem","Agela","2004","6"
"Amhara","Libo Kemkem","Agela","2013","7"
"Amhara","Libo Kemkem","Agela","2015","8"
"Amhara","Libo Kemkem","Agela","1992","9"
"Amhara","Libo Kemkem","Agela","1999","10"
"Amhara","Libo Kemkem","shamo","1984","1"
"Amhara","Libo Kemkem","shamo","1986","2"
"Amhara","Libo Kemkem","shamo","2000","3"
"Amhara","Libo Kemkem","shamo","1989","4"
"Amhara","Libo Kemkem","shamo","1987","5"
"Amhara","Libo Kemkem","shamo","2001","6"
"Amhara","Libo Kemkem","shamo","1995","7"
"Amhara","Libo Kemkem","shamo","2017","8"
"Amhara","Libo Kemkem","shamo","2010","9"
"Amhara","Libo Kemkem","shamo","2013","10"
"Amhara","Libo Kemkem","Goza","1994","1"
"Amhara","Libo Kemkem","Goza","1995","2"
"Amhara","Libo Kemkem","Goza","2003","3"
"Amhara","Libo Kemkem","Goza","2015","4"
"Amhara","Libo Kemkem","Goza","2006","5"
"Amhara","Libo Kemkem","Goza","2017","6"
"Amhara","Libo Kemkem","Goza","1985","7"
"Amhara","Libo Kemkem","Goza","1993","8"
"Amhara","Libo Kemkem","Goza","1997","9"
"Amhara","Libo Kemkem","Goza","1983","10"
"Amhara","Libo Kemkem","Yifag Akababi","1984","1"
"Amhara","Libo Kemkem","Yifag Akababi","2004","2"
"Amhara","Libo Kemkem","Yifag Akababi","1990","3"
"Amhara","Libo Kemkem","Yifag Akababi","2014","4"
"Amhara","Libo Kemkem","Yifag Akababi","2010","5"
"Amhara","Libo Kemkem","Yifag Akababi","1997","6"
"Amhara","Libo Kemkem","Yifag Akababi","2017","7"
"Amhara","Libo Kemkem","Yifag Akababi","1999","8"
"Amhara","Libo Kemkem","Yifag Akababi","1994","9"
"Amhara","Libo Kemkem","Yifag Akababi","1995","10"
"Amhara","Libo Kemkem","Bilb Wuha","1991","1"
"Amhara","Libo Kemkem","Bilb Wuha","1994","2"
"Amhara","Libo Kemkem","Bilb Wuha","1984","3"
"Amhara","Libo Kemkem","Bilb Wuha","2015","4"
"Amhara","Libo Kemkem","Bilb Wuha","2004","5"
"Amhara","Libo Kemkem","Bilb Wuha","1997","6"
"Amhara","Libo Kemkem","Bilb Wuha","1998","7"
"Amhara","Libo Kemkem","Bilb Wuha","1999","8"
"Amhara","Libo Kemkem","Bilb Wuha","1993","9"
"Amhara","Libo Kemkem","Bilb Wuha","2007","10"
"Amhara","Libo Kemkem","Michel Debre","1984","1"
"Amhara","Libo Kemkem","Michel Debre","2004","2"
"Amhara","Libo Kemkem","Michel Debre","1997","3"
"Amhara","Libo Kemkem","Michel Debre","2011","4"
"Amhara","Libo Kemkem","Michel Debre","2013","5"
"Amhara","Libo Kemkem","Michel Debre","2018","6"
"Amhara","Libo Kemkem","Michel Debre","1991","7"
"Amhara","Libo Kemkem","Michel Debre","2010","8"
"Amhara","Libo Kemkem","Michel Debre","2012","9"
"Amhara","Libo Kemkem","Michel Debre","2016","10"
"Tigray","Endamekoni","Tahtay haya","1984","1"
"Tigray","Endamekoni","Tahtay haya","1990","2"
"Tigray","Endamekoni","Tahtay haya","1993","3"
"Tigray","Endamekoni","Tahtay haya","2015","4"
"Tigray","Endamekoni","Tahtay haya","1997","5"
"Tigray","Endamekoni","Tahtay haya","2017","6"
"Tigray","Endamekoni","Tahtay haya","2004","7"
"Tigray","Endamekoni","Tahtay haya","2011","8"
"Tigray","Endamekoni","Tahtay haya","2008","9"
"Tigray","Endamekoni","Tahtay haya","1987","10"
"Tigray","Endamekoni","Meswaeti","1984","1"
"Tigray","Endamekoni","Meswaeti","1990","2"
"Tigray","Endamekoni","Meswaeti","1994","3"
"Tigray","Endamekoni","Meswaeti","1997","4"
"Tigray","Endamekoni","Meswaeti","1987","5"
"Tigray","Endamekoni","Meswaeti","2014","6"
"Tigray","Endamekoni","Meswaeti","2011","7"
"Tigray","Endamekoni","Meswaeti","2008","8"
"Tigray","Endamekoni","Meswaeti","2004","9"
"Tigray","Endamekoni","Meswaeti","2017","10"
"Tigray","Alamata","Sorya","1984","1"
"Tigray","Alamata","Sorya","1987","2"
"Tigray","Alamata","Sorya","2015","3"
"Tigray","Alamata","Sorya","1993","4"
"Tigray","Alamata","Sorya","2001","5"
"Tigray","Alamata","Sorya","2004","6"
"Tigray","Alamata","Sorya","2008","7"
"Tigray","Alamata","Sorya","1996","8"
"Tigray","Alamata","Sorya","2011","9"
"Tigray","Alamata","Sorya","1990","10"
"Tigray","Alamata","Tsetsera","1984","1"
"Tigray","Alamata","Tsetsera","1987","2"
"Tigray","Alamata","Tsetsera","1993","3"
"Tigray","Alamata","Tsetsera","1998","4"
"Tigray","Alamata","Tsetsera","2015","5"
"Tigray","Alamata","Tsetsera","2001","6"
"Tigray","Alamata","Tsetsera","2004","7"
"Tigray","Alamata","Tsetsera","1995","8"
"Tigray","Alamata","Tsetsera","2008","9"
"Tigray","Alamata","Tsetsera","2013","10"
"Tigray","Alamata","Tao","1984","1"
"Tigray","Alamata","Tao","1990","2"
"Tigray","Alamata","Tao","1997","3"
"Tigray","Alamata","Tao","2015","4"
"Tigray","Alamata","Tao","2004","5"
"Tigray","Alamata","Tao","2013","6"
"Tigray","Alamata","Tao","1998","7"
"Tigray","Alamata","Tao","2007","8"
"Tigray","Alamata","Tao","1999","9"
"Tigray","Alamata","Tao","2001","10"
"Tigray","Ofla","Fala","1984","1"
"Tigray","Ofla","Fala","1987","2"
"Tigray","Ofla","Fala","2015","3"
"Tigray","Ofla","Fala","1990","4"
"Tigray","Ofla","Fala","2007","5"
"Tigray","Ofla","Fala","2004","6"
"Tigray","Ofla","Fala","2011","7"
"Tigray","Ofla","Fala","2001","8"
"Tigray","Ofla","Fala","2003","9"
"Tigray","Ofla","Fala","2008","10"
"Tigray","Ofla","Zata","1984","1"
"Tigray","Ofla","Zata","1987","2"
"Tigray","Ofla","Zata","2015","3"
"Tigray","Ofla","Zata","1995","4"
"Tigray","Ofla","Zata","2007","5"
"Tigray","Ofla","Zata","1997","6"
"Tigray","Ofla","Zata","2004","7"
"Tigray","Ofla","Zata","1993","8"
"Tigray","Ofla","Zata","1995","9"
"Tigray","Ofla","Zata","2001","10"
"Tigray","Ofla","Adishimbirkti","1984","1"
"Tigray","Ofla","Adishimbirkti","1987","2"
"Tigray","Ofla","Adishimbirkti","2015","3"
"Tigray","Ofla","Adishimbirkti","2007","4"
"Tigray","Ofla","Adishimbirkti","1990","5"
"Tigray","Ofla","Adishimbirkti","1997","6"
"Tigray","Ofla","Adishimbirkti","2004","7"
"Tigray","Ofla","Adishimbirkti","1993","8"
"Tigray","Ofla","Adishimbirkti","2010","9"
"Tigray","Ofla","Adishimbirkti","2001","10"
"Tigray","Ofla","Dinkashena","1984","1"
"Tigray","Ofla","Dinkashena","1987","2"
"Tigray","Ofla","Dinkashena","2015","3"
"Tigray","Ofla","Dinkashena","1998","4"
"Tigray","Ofla","Dinkashena","1993","5"
"Tigray","Ofla","Dinkashena","1985","6"
"Tigray","Ofla","Dinkashena","2008","7"
"Tigray","Ofla","Dinkashena","2004","8"
"Tigray","Ofla","Dinkashena","2002","9"
"Tigray","Ofla","Dinkashena","2018","10"
"Tigray","Ofla","Darubekeda","1984","1"
"Tigray","Ofla","Darubekeda","1987","2"
"Tigray","Ofla","Darubekeda","2015","3"
"Tigray","Ofla","Darubekeda","1998","4"
"Tigray","Ofla","Darubekeda","2007","5"
"Tigray","Ofla","Darubekeda","1994","6"
"Tigray","Ofla","Darubekeda","2001","7"
"Tigray","Ofla","Darubekeda","1990","8"
"Tigray","Ofla","Darubekeda","2004","9"
"Tigray","Ofla","Darubekeda","1993","10"
"Amhara","Libo Kemkem","Wusha Tires","1984","1"
"Amhara","Libo Kemkem","Wusha Tires","1990","2"
"Amhara","Libo Kemkem","Wusha Tires","1993","3"
"Amhara","Libo Kemkem","Wusha Tires","2002","4"
"Amhara","Libo Kemkem","Wusha Tires","1997","5"
"Amhara","Libo Kemkem","Wusha Tires","2001","6"
"Amhara","Libo Kemkem","Wusha Tires","1991","7"
"Amhara","Libo Kemkem","Wusha Tires","2006","8"
"Amhara","Libo Kemkem","Wusha Tires","2004","9"
"Amhara","Libo Kemkem","Wusha Tires","2015","10"
"Amhara","Libo Kemkem","Asta","1984","1"
"Amhara","Libo Kemkem","Asta","1999","2"
"Amhara","Libo Kemkem","Asta","1995","3"
"Amhara","Libo Kemkem","Asta","1998","4"
"Amhara","Libo Kemkem","Asta","2004","5"
"Amhara","Libo Kemkem","Asta","1994","6"
"Amhara","Libo Kemkem","Asta","2008","7"
"Amhara","Libo Kemkem","Asta","2009","8"
"Amhara","Libo Kemkem","Asta","1987","9"
"Amhara","Libo Kemkem","Asta","2012","10"
"Tigray","Kolatemben","Santa gelebeda","1983","1"
"Tigray","Kolatemben","Santa gelebeda","2006","2"
"Tigray","Kolatemben","Santa gelebeda","1991","3"
"Tigray","Kolatemben","Santa gelebeda","2001","4"
"Tigray","Kolatemben","Santa gelebeda","2003","5"
"Tigray","Kolatemben","Santa gelebeda","1996","6"
"Tigray","Kolatemben","Santa gelebeda","2014","7"
"Tigray","Kolatemben","Santa gelebeda","2016","8"
"Tigray","Kolatemben","Santa gelebeda","1987","9"
"Tigray","Kolatemben","Santa gelebeda","2008","10"
"Tigray","Kolatemben","Mtsai werki","1983","1"
"Tigray","Kolatemben","Mtsai werki","1986","2"
"Tigray","Kolatemben","Mtsai werki","1989","3"
"Tigray","Kolatemben","Mtsai werki","1996","4"
"Tigray","Kolatemben","Mtsai werki","2006","5"
"Tigray","Kolatemben","Mtsai werki","1992","6"
"Tigray","Kolatemben","Mtsai werki","2000","7"
"Tigray","Kolatemben","Mtsai werki","2002","8"
"Tigray","Kolatemben","Mtsai werki","2013","9"
"Tigray","Kolatemben","Mtsai werki","2017","10"
"Tigray","Kolatemben","Guroro","1983","1"
"Tigray","Kolatemben","Guroro","2007","2"
"Tigray","Kolatemben","Guroro","2010","3"
"Tigray","Kolatemben","Guroro","2001","4"
"Tigray","Kolatemben","Guroro","1999","5"
"Tigray","Kolatemben","Guroro","2005","6"
"Tigray","Kolatemben","Guroro","2013","7"
"Tigray","Kolatemben","Guroro","1995","8"
"Tigray","Kolatemben","Guroro","2017","9"
"Tigray","Kolatemben","Guroro","2013","10"
"Tigray","Kolatemben","Debrinetseb","1983","1"
"Tigray","Kolatemben","Debrinetseb","1984","2"
"Tigray","Kolatemben","Debrinetseb","1986","3"
"Tigray","Kolatemben","Debrinetseb","2016","4"
"Tigray","Kolatemben","Debrinetseb","1993","5"
"Tigray","Kolatemben","Debrinetseb","2001","6"
"Tigray","Kolatemben","Debrinetseb","1988","7"
"Tigray","Kolatemben","Debrinetseb","2015","8"
"Tigray","Kolatemben","Debrinetseb","2013","9"
"Tigray","Kolatemben","Debrinetseb","2005","10"
"Tigray","Kolatemben","Wuhdet","1983","1"
"Tigray","Kolatemben","Wuhdet","1990","2"
"Tigray","Kolatemben","Wuhdet","1996","3"
"Tigray","Kolatemben","Wuhdet","1988","4"
"Tigray","Kolatemben","Wuhdet","1998","5"
"Tigray","Kolatemben","Wuhdet","1986","6"
"Tigray","Kolatemben","Wuhdet","1989","7"
"Tigray","Kolatemben","Wuhdet","2007","8"
"Tigray","Kolatemben","Wuhdet","2016","9"
"Tigray","Kolatemben","Wuhdet","2017","10"
"Tigray","Kolatemben","Smret","1983","1"
"Tigray","Kolatemben","Smret","1992","2"
"Tigray","Kolatemben","Smret","2000","3"
"Tigray","Kolatemben","Smret","1989","4"
"Tigray","Kolatemben","Smret","2006","5"
"Tigray","Kolatemben","Smret","1994","6"
"Tigray","Kolatemben","Smret","1998","7"
"Tigray","Kolatemben","Smret","2013","8"
"Tigray","Kolatemben","Smret","2015","9"
"Tigray","Kolatemben","Smret","2016","10"
"Tigray","Kolatemben","Guya","1983","1"
"Tigray","Kolatemben","Guya","1996","2"
"Tigray","Kolatemben","Guya","2006","3"
"Tigray","Kolatemben","Guya","2013","4"
"Tigray","Kolatemben","Guya","1989","5"
"Tigray","Kolatemben","Guya","2010","6"
"Tigray","Kolatemben","Guya","1986","7"
"Tigray","Kolatemben","Guya","1990","8"
"Tigray","Kolatemben","Guya","1999","9"
"Tigray","Kolatemben","Guya","1993","10"
"Amhara","Libo Kemkem","Libo","1984","1"
"Amhara","Libo Kemkem","Libo","1988","2"
"Amhara","Libo Kemkem","Libo","1994","3"
"Amhara","Libo Kemkem","Libo","1998","4"
"Amhara","Libo Kemkem","Libo","2015","5"
"Amhara","Libo Kemkem","Libo","2018","6"
"Amhara","Libo Kemkem","Libo","2011","7"
"Amhara","Libo Kemkem","Libo","2010","8"
"Amhara","Libo Kemkem","Libo","2002","9"
"Amhara","Libo Kemkem","Libo","2001","10"
"Amhara","Libo Kemkem","Derita","1986","1"
"Amhara","Libo Kemkem","Derita","1984","2"
"Amhara","Libo Kemkem","Derita","1989","3"
"Amhara","Libo Kemkem","Derita","1997","4"
"Amhara","Libo Kemkem","Derita","2002","5"
"Amhara","Libo Kemkem","Derita","2000","6"
"Amhara","Libo Kemkem","Derita","2014","7"
"Amhara","Libo Kemkem","Derita","2001","8"
"Amhara","Libo Kemkem","Derita","2013","9"
"Amhara","Libo Kemkem","Derita","2007","10"
"Amhara","Libo Kemkem","Mendere Mariam","1984","1"
"Amhara","Libo Kemkem","Mendere Mariam","2013","2"
"Amhara","Libo Kemkem","Mendere Mariam","1994","3"
"Amhara","Libo Kemkem","Mendere Mariam","1987","4"
"Amhara","Libo Kemkem","Mendere Mariam","2015","5"
"Amhara","Libo Kemkem","Mendere Mariam","2002","6"
"Amhara","Libo Kemkem","Mendere Mariam","1999","7"
"Amhara","Libo Kemkem","Mendere Mariam","1996","8"
"Amhara","Libo Kemkem","Mendere Mariam","2003","9"
"Amhara","Libo Kemkem","Mendere Mariam","2005","10"
"Amhara","Libo Kemkem","Ginaza","1989","1"
"Amhara","Libo Kemkem","Ginaza","2002","2"
"Amhara","Libo Kemkem","Ginaza","1992","3"
"Amhara","Libo Kemkem","Ginaza","1990","4"
"Amhara","Libo Kemkem","Ginaza","2014","5"
"Amhara","Libo Kemkem","Ginaza","2009","6"
"Amhara","Libo Kemkem","Ginaza","2003","7"
"Amhara","Libo Kemkem","Ginaza","1998","8"
"Amhara","Libo Kemkem","Ginaza","1993","9"
"Amhara","Libo Kemkem","Ginaza","1997","10"
"Amhara","Libo Kemkem","Tara Gedam","1984","1"
"Amhara","Libo Kemkem","Tara Gedam","1990","2"
"Amhara","Libo Kemkem","Tara Gedam","1987","3"
"Amhara","Libo Kemkem","Tara Gedam","2003","4"
"Amhara","Libo Kemkem","Tara Gedam","1998","5"
"Amhara","Libo Kemkem","Tara Gedam","1994","6"
"Amhara","Libo Kemkem","Tara Gedam","1992","7"
"Amhara","Libo Kemkem","Tara Gedam","2008","8"
"Amhara","Libo Kemkem","Tara Gedam","2017","9"
"Amhara","Libo Kemkem","Tara Gedam","2015","10"
"Amhara","Libo Kemkem","Shehoch Tehara","1985","1"
