"Region","District","Village","Period","start","end"
"Tigray","Alamata","LaelayDayu","flowering","09-05","09-25"
"Tigray","Alamata","LaelayDayu","tasseling/seed filling","09-12","10-10"
"Tigray","Alamata","LaelayDayu","harvesting","10-24","12-15"
"Tigray","Alamata","LaelayDayu","land preparation","01-21","04-06"
"Tigray","Alamata","LaelayDayu","planting","02-20","05-08"
"Tigray","Alamata","LaelayDayu","flowering","08-31","09-15"
"Tigray","Alamata","LaelayDayu","tasseling/seed filling","09-05","09-30"
"Tigray","Atsbi","RubaFelege","land preparation","03-17","05-25"
"Tigray","Atsbi","RubaFelege","planting","06-08","06-28"
"Tigray","Atsbi","RubaFelege","flowering","08-22","09-08"
"Tigray","Atsbi","RubaFelege","tasseling/seed filling","09-25","10-12"
"Tigray","Atsbi","RubaFelege","harvesting","11-20","12-15"
"Tigray","RayaAzebo","Mechare","land preparation","03-22","07-15"
"Tigray","RayaAzebo","Mechare","planting","07-15","07-27"
"Tigray","RayaAzebo","Mechare","flowering","09-15","10-07"
"Tigray","RayaAzebo","Mechare","tasseling/seed filling","10-23","12-15"
"Tigray","RayaAzebo","Mechare","harvesting","11-20","12-30"
"Tigray","KolaTembien","GetskiMilesiley","land preparation","01-01","04-30"
"Tigray","KolaTembien","GetskiMilesiley","planting","05-01","05-16"
"Tigray","KolaTembien","GetskiMilesiley","tasseling/seed filling","08-09","09-16"
"Tigray","KolaTembien","GetskiMilesiley","harvesting","10-01","11-01"
"Tigray","WiereLahe","Endagahamus","land preparation","03-01","06-10"
"Tigray","WiereLahe","Endagahamus","planting","06-25","07-15"
"Tigray","WiereLahe","Endagahamus","flowering","08-10","09-05"
"Tigray","WiereLahe","Endagahamus","tasseling/seed filling","08-15","09-10"
"Tigray","WiereLahe","Endagahamus","harvesting","10-08","11-10"
"Tigray","WiereLahe","AdisAlem","land preparation","02-15","06-25"
"Tigray","WiereLahe","AdisAlem","planting","07-03","07-28"
"Tigray","WiereLahe","AdisAlem","flowering","08-21","08-30"
"Tigray","WiereLahe","AdisAlem","tasseling/seed filling","08-26","09-10"
"Tigray","WiereLahe","AdisAlem","harvesting","09-28","12-06"
"Tigray","Ganta-afeshum","Wuhdet","land preparation","03-10","06-07"
"Tigray","Ganta-afeshum","Wuhdet","planting","06-24","07-17"
"Tigray","Ganta-afeshum","Wuhdet","flowering","09-05","09-21"
"Tigray","Ganta-afeshum","Wuhdet","tasseling/seed filling","10-01","10-11"
"Tigray","Ganta-afeshum","Wuhdet","harvesting","10-29","11-10"
"Tigray","Ganta-afeshum","Wuhdet","land preparation","01-14","06-07"
"Tigray","Ganta-afeshum","Wuhdet","planting","06-22","06-28"
"Tigray","Ganta-afeshum","Wuhdet","flowering","08-22","09-05"
"Tigray","Ganta-afeshum","Wuhdet","tasseling/seed filling","09-15","09-30"
"Tigray","Ganta-afeshum","Wuhdet","harvesting","10-21","11-10"
"Tigray","Ganta-afeshum","Wuhdet","land preparation","03-10","05-08"
"Tigray","Ganta-afeshum","Wuhdet","planting","05-09","06-17"
"Tigray","Ganta-afeshum","Wuhdet","flowering","08-22","09-26"
"Tigray","Ganta-afeshum","Wuhdet","tasseling/seed filling","10-11","10-21"
"Tigray","Ganta-afeshum","Wuhdet","harvesting","10-26","11-10"
"Amhara","Libo Kemkem","Agid","land preparation","03-10","07-07"
"Amhara","Libo Kemkem","Agid","planting","07-08","08-06"
"Amhara","Libo Kemkem","Agid","flowering","09-12","09-26"
"Amhara","Libo Kemkem","Agid","tasseling/seed filling","09-27","10-31"
"Amhara","Libo Kemkem","Agid","harvesting","11-10","12-09"
"Amhara","Libo Kemkem","Agid","land preparation","03-10","05-09"
"Amhara","Libo Kemkem","Agid","planting","05-09","06-01"
"Amhara","Libo Kemkem","Agid","flowering","08-18","08-24"
"Amhara","Libo Kemkem","Agid","tasseling/seed filling","09-06","09-26"
"Amhara","Libo Kemkem","Agid","harvesting","10-26","11-09"
"Amhara","Libo Kemkem","Birkutea","land preparation","04-15","11-13"
"Amhara","Libo Kemkem","Birkutea","planting","11-13","12-13"
"Amhara","Libo Kemkem","Birkutea","flowering","01-15","11-13"
"Amhara","Libo Kemkem","Birkutea","tasseling/seed filling","11-13","11-13"
"Amhara","Libo Kemkem","Birkutea","harvesting","11-13","11-13"
"Amhara","Libo Kemkem","Birkutea","land preparation","11-13","11-13"
"Amhara","Libo Kemkem","Birkutea","planting","11-13","11-13"
"Amhara","Libo Kemkem","Birkutea","flowering","11-13","11-13"
"Amhara","Libo Kemkem","Birkutea","tasseling/seed filling","11-13","11-13"
"Amhara","Libo Kemkem","Birkutea","harvesting","11-13","11-13"
"Amhara","Libo Kemkem","Birkutea","land preparation","03-10","07-07"
"Amhara","Libo Kemkem","Birkutea","planting","07-08","08-06"
"Amhara","Libo Kemkem","Birkutea","flowering","09-20","09-30"
"Amhara","Libo Kemkem","Birkutea","tasseling/seed filling","09-30","10-10"
"Amhara","Libo Kemkem","Birkutea","harvesting","10-22","12-09"
"Amhara","Libo Kemkem","Birkutea","land preparation","03-10","05-05"
"Amhara","Libo Kemkem","Birkutea","planting","05-09","05-28"
"Amhara","Libo Kemkem","Birkutea","flowering","07-28","08-11"
"Amhara","Libo Kemkem","Birkutea","tasseling/seed filling","08-21","09-22"
"Amhara","Libo Kemkem","Birkutea","harvesting","10-11","11-09"
"Amhara","Libo Kemkem","Ginaza","land preparation","03-10","07-07"
"Amhara","Libo Kemkem","Ginaza","planting","07-08","08-06"
"Amhara","Libo Kemkem","Ginaza","flowering","09-11","09-26"
"Amhara","Libo Kemkem","Ginaza","tasseling/seed filling","09-27","10-31"
"Amhara","Libo Kemkem","Ginaza","harvesting","11-10","12-09"
"Amhara","Libo Kemkem","Ginaza","land preparation","03-10","05-09"
"Amhara","Libo Kemkem","Ginaza","planting","05-09","06-01"
"Amhara","Libo Kemkem","Ginaza","flowering","08-18","08-24"
"Amhara","Libo Kemkem","Ginaza","tasseling/seed filling","09-06","09-26"
"Amhara","Libo Kemkem","Ginaza","harvesting","10-26","11-09"
"Amhara","Libo Kemkem","Birkutea","land preparation","03-10","07-23"
"Amhara","Libo Kemkem","Birkutea","planting","07-08","08-06"
"Amhara","Libo Kemkem","Birkutea","flowering","09-05","09-27"
"Amhara","Libo Kemkem","Birkutea","tasseling/seed filling","09-28","10-10"
"Amhara","Libo Kemkem","Birkutea","harvesting","11-14","12-09"
"Amhara","Libo Kemkem","Birkutea","land preparation","03-10","05-08"
"Amhara","Libo Kemkem","Birkutea","planting","05-15","06-17"
"Amhara","Libo Kemkem","Birkutea","flowering","08-06","09-05"
"Amhara","Libo Kemkem","Birkutea","tasseling/seed filling","08-22","09-25"
"Amhara","Libo Kemkem","Birkutea","harvesting","10-25","11-09"
"Amhara","Libo Kemkem","Birkutea","land preparation","03-10","05-24"
"Amhara","Libo Kemkem","Birkutea","planting","05-18","06-19"
"Amhara","Libo Kemkem","Birkutea","flowering","08-24","09-15"
"Amhara","Libo Kemkem","Birkutea","tasseling/seed filling","09-17","10-10"
"Amhara","Libo Kemkem","Birkutea","harvesting","10-26","11-24"
"Amhara","Libo Kemkem","Ginaza","land preparation","03-10","07-08"
"Amhara","Libo Kemkem","Ginaza","planting","07-11","07-23"
"Amhara","Libo Kemkem","Ginaza","flowering","09-12","10-09"
"Amhara","Libo Kemkem","Ginaza","tasseling/seed filling","10-12","10-27"
"Amhara","Libo Kemkem","Ginaza","harvesting","11-11","12-05"
"Amhara","Libo Kemkem","Ginaza","land preparation","03-10","05-08"
"Amhara","Libo Kemkem","Ginaza","planting","05-09","05-28"
"Amhara","Libo Kemkem","Ginaza","flowering","08-22","09-12"
"Amhara","Libo Kemkem","Ginaza","tasseling/seed filling","09-21","10-11"
"Amhara","Libo Kemkem","Ginaza","harvesting","10-27","11-10"
"Amhara","Libo Kemkem","Ginaza","land preparation","11-14","11-14"
"Amhara","Libo Kemkem","Ginaza","planting","11-14","11-14"
"Amhara","Libo Kemkem","Ginaza","flowering","11-14","11-14"
"Amhara","Libo Kemkem","Ginaza","tasseling/seed filling","11-14","11-14"
"Amhara","Libo Kemkem","Ginaza","harvesting","11-14","11-14"
"Amhara","Libo Kemkem","Ginaza","land preparation","11-14","11-14"
"Amhara","Libo Kemkem","Ginaza","planting","11-14","11-14"
"Amhara","Libo Kemkem","Ginaza","flowering","11-14","11-14"
"Amhara","Libo Kemkem","Ginaza","tasseling/seed filling","11-14","11-14"
"Amhara","Libo Kemkem","Ginaza","harvesting","11-14","11-14"
"Amhara","Libo Kemkem","Ginaza","land preparation","11-14","11-14"
"Tigray","Medebay-Zana","Adibearj","land preparation","03-24","07-07"
"Tigray","Medebay-Zana","Adibearj","planting","07-08","07-27"
"Tigray","Medebay-Zana","Adibearj","flowering","09-06","09-27"
"Tigray","Medebay-Zana","Adibearj","tasseling/seed filling","10-10","11-10"
"Tigray","Medebay-Zana","Adibearj","harvesting","10-11","12-01"
"Tigray","Medebay-Zana","Adibearj","land preparation","03-01","03-11"
"Tigray","Medebay-Zana","Adibearj","planting","05-11","06-07"
"Tigray","Medebay-Zana","Adibearj","flowering","08-06","08-22"
"Tigray","Medebay-Zana","Adibearj","tasseling/seed filling","08-23","09-27"
"Tigray","Medebay-Zana","Adibearj","harvesting","10-12","10-31"
"Tigray","Medebay-Zana","Adibearj","land preparation","03-10","05-11"
"Tigray","Medebay-Zana","Adibearj","planting","03-12","06-30"
"Tigray","Medebay-Zana","Adibearj","flowering","08-07","09-05"
"Tigray","Medebay-Zana","Adibearj","tasseling/seed filling","09-12","10-12"
"Tigray","Medebay-Zana","Adibearj","harvesting","10-25","11-10"
"Tigray","Tanqua-Abergele","Hadashtekli","land preparation","01-09","04-08"
"Tigray","Tanqua-Abergele","Hadashtekli","planting","05-24","07-05"
"Tigray","Tanqua-Abergele","Hadashtekli","flowering","08-24","09-09"
"Tigray","Tanqua-Abergele","Hadashtekli","tasseling/seed filling","09-13","10-08"
"Tigray","Tanqua-Abergele","Hadashtekli","harvesting","10-23","11-23"
"Tigray","Tanqua-Abergele","Hadashtekli","land preparation","01-09","04-08"
"Tigray","Tanqua-Abergele","Hadashtekli","planting","05-23","07-13"
"Tigray","Tanqua-Abergele","Hadashtekli","flowering","08-24","09-13"
"Tigray","Tanqua-Abergele","Hadashtekli","tasseling/seed filling","09-24","10-20"
"Tigray","Tanqua-Abergele","Hadashtekli","harvesting","11-08","12-08"
"Tigray","Werieleke","Tsae","land preparation","03-10","06-22"
"Tigray","Werieleke","Tsae","planting","07-03","07-22"
"Tigray","Werieleke","Tsae","flowering","09-02","09-10"
"Tigray","Werieleke","Tsae","tasseling/seed filling","09-12","09-27"
"Tigray","Werieleke","Tsae","harvesting","10-12","10-26"
"Tigray","Werieleke","Tsae","land preparation","03-10","05-13"
"Tigray","Werieleke","Tsae","planting","05-23","06-12"
"Tigray","Werieleke","Tsae","flowering","08-07","08-21"
"Tigray","Werieleke","Tsae","tasseling/seed filling","09-06","09-26"
"Tigray","Werieleke","Tsae","harvesting","10-07","10-16"
"Tigray","Werieleke","Tsae","land preparation","03-10","05-13"
"Tigray","Werieleke","Tsae","planting","05-23","06-12"
"Tigray","Werieleke","Tsae","flowering","08-07","08-21"
"Tigray","Werieleke","Tsae","tasseling/seed filling","09-06","09-26"
"Tigray","Werieleke","Tsae","harvesting","11-08","11-25"
"Tigray","Werieleke","Enda-Felasi","land preparation","01-09","06-30"
"Tigray","Werieleke","Enda-Felasi","planting","07-05","07-25"
"Tigray","Werieleke","Enda-Felasi","flowering","08-24","09-10"
"Tigray","Werieleke","Enda-Felasi","tasseling/seed filling","09-12","09-26"
"Tigray","Werieleke","Enda-Felasi","harvesting","10-09","11-11"
"Tigray","Werieleke","Enda-Felasi","land preparation","01-09","05-08"
"Tigray","Werieleke","Enda-Felasi","planting","05-23","06-22"
"Tigray","Werieleke","Enda-Felasi","flowering","08-18","08-26"
"Tigray","Werieleke","Enda-Felasi","tasseling/seed filling","09-06","09-28"
"Tigray","Werieleke","Enda-Felasi","harvesting","10-01","10-21"
"Tigray","Werieleke","Enda-Felasi","land preparation","01-09","03-24"
"Tigray","Werieleke","Enda-Felasi","planting","04-09","01-08"
"Tigray","Werieleke","Enda-Felasi","flowering","08-22","09-12"
"Tigray","Werieleke","Enda-Felasi","tasseling/seed filling","09-16","10-26"
"Tigray","Werieleke","Enda-Felasi","harvesting","11-11","11-25"
"Tigray","Emba-Alaje","Amedwuha","land preparation","01-10","05-08"
"Tigray","Emba-Alaje","Amedwuha","planting","05-10","06-23"
"Tigray","Emba-Alaje","Amedwuha","flowering","08-22","09-12"
"Tigray","Emba-Alaje","Amedwuha","tasseling/seed filling","10-08","11-15"
"Tigray","Emba-Alaje","Amedwuha","harvesting","11-25","12-20"
"Tigray","Emba-Alaje","Amedwuha","land preparation","01-10","06-21"
"Tigray","Emba-Alaje","Amedwuha","planting","07-02","07-18"
"Tigray","Emba-Alaje","Amedwuha","flowering","08-26","09-12"
"Tigray","Emba-Alaje","Amedwuha","tasseling/seed filling","09-30","10-24"
"Tigray","Emba-Alaje","Amedwuha","harvesting","11-02","11-29"
"Tigray","Emba-Alaje","Ayba","land preparation","01-10","06-07"
"Tigray","Emba-Alaje","Ayba","planting","07-05","07-17"
"Tigray","Emba-Alaje","Ayba","flowering","08-22","09-11"
"Tigray","Emba-Alaje","Ayba","tasseling/seed filling","09-27","10-25"
"Tigray","Emba-Alaje","Ayba","harvesting","11-10","12-10"
"Tigray","Emba-Alaje","Ayba","land preparation","03-10","06-07"
"Tigray","Emba-Alaje","Ayba","planting","06-11","07-07"
"Tigray","Emba-Alaje","Ayba","flowering","08-22","09-11"
"Tigray","Emba-Alaje","Ayba","tasseling/seed filling","09-27","10-25"
"Tigray","Emba-Alaje","Ayba","harvesting","10-26","11-17"
"Tigray","Medebay-Zana","Kuluferha","land preparation","03-09","05-08"
"Tigray","Medebay-Zana","Kuluferha","planting","05-11","06-17"
"Tigray","Medebay-Zana","Kuluferha","flowering","07-24","08-24"
"Tigray","Medebay-Zana","Kuluferha","tasseling/seed filling","08-25","09-30"
"Tigray","Medebay-Zana","Kuluferha","harvesting","10-30","11-20"
"Tigray","Medebay-Zana","Kuluferha","land preparation","05-24","07-04"
"Tigray","Medebay-Zana","Kuluferha","planting","07-06","07-28"
"Tigray","Medebay-Zana","Kuluferha","flowering","08-23","09-12"
"Tigray","Medebay-Zana","Kuluferha","tasseling/seed filling","09-14","10-01"
"Tigray","Medebay-Zana","Kuluferha","harvesting","10-26","11-30"
"Tigray","Medebay-Zana","Kuluferha","land preparation","03-10","05-09"
"Tigray","Medebay-Zana","Kuluferha","planting","05-11","06-13"
"Tigray","Medebay-Zana","Kuluferha","flowering","08-23","09-06"
"Tigray","Medebay-Zana","Kuluferha","tasseling/seed filling","09-12","09-27"
"Tigray","Medebay-Zana","Kuluferha","harvesting","10-24","11-11"
"Tigray","Saharti Samre","Lemlem Arena","land preparation","06-08","07-22"
"Tigray","Saharti Samre","Lemlem Arena","planting","07-23","08-06"
"Tigray","Saharti Samre","Lemlem Arena","flowering","08-22","09-05"
"Tigray","Saharti Samre","Lemlem Arena","tasseling/seed filling","09-12","09-26"
"Tigray","Saharti Samre","Lemlem Arena","harvesting","10-19","11-11"
"Tigray","Saharti Samre","Lemlem Arena","land preparation","03-10","04-23"
"Tigray","Saharti Samre","Lemlem Arena","planting","04-24","06-22"
"Tigray","Saharti Samre","Lemlem Arena","flowering","08-03","09-12"
"Tigray","Saharti Samre","Lemlem Arena","tasseling/seed filling","08-22","09-26"
"Tigray","Saharti Samre","Lemlem Arena","harvesting","11-18","11-30"
"Tigray","Saharti Samre","Dekera","land preparation","06-08","07-12"
"Tigray","Saharti Samre","Dekera","planting","07-18","08-04"
"Tigray","Saharti Samre","Dekera","flowering","08-22","09-05"
"Tigray","Saharti Samre","Dekera","tasseling/seed filling","09-01","09-22"
"Tigray","Saharti Samre","Dekera","harvesting","10-25","11-12"
"Tigray","Saharti Samre","Dekera","land preparation","04-09","05-08"
"Tigray","Saharti Samre","Dekera","planting","05-09","06-17"
"Tigray","Saharti Samre","Dekera","flowering","08-16","09-12"
"Tigray","Saharti Samre","Dekera","tasseling/seed filling","08-22","09-18"
"Tigray","Saharti Samre","Dekera","harvesting","11-22","12-03"
"Tigray","Raya Azebo","Werabaye","land preparation","03-10","07-08"
"Tigray","Raya Azebo","Werabaye","planting","07-22","08-06"
"Tigray","Raya Azebo","Werabaye","flowering","08-21","09-05"
"Tigray","Raya Azebo","Werabaye","tasseling/seed filling","09-07","09-26"
"Tigray","Raya Azebo","Werabaye","harvesting","10-11","11-10"
"Tigray","Raya Azebo","Werabaye","land preparation","03-10","04-23"
"Tigray","Raya Azebo","Werabaye","planting","04-28","05-18"
"Tigray","Raya Azebo","Werabaye","flowering","08-22","09-05"
"Tigray","Raya Azebo","Werabaye","tasseling/seed filling","09-11","09-26"
"Tigray","Raya Azebo","Werabaye","harvesting","11-24","12-24"
"Tigray","Raya Azebo","Erba","land preparation","02-09","07-17"
"Tigray","Raya Azebo","Erba","planting","07-22","08-16"
"Tigray","Raya Azebo","Erba","flowering","09-05","09-26"
"Tigray","Raya Azebo","Erba","tasseling/seed filling","09-29","10-11"
"Tigray","Raya Azebo","Erba","harvesting","11-20","11-25"
"Tigray","Raya Azebo","Erba","land preparation","02-09","04-08"
"Tigray","Raya Azebo","Erba","planting","04-09","05-24"
"Tigray","Raya Azebo","Erba","flowering","08-22","09-05"
"Tigray","Raya Azebo","Erba","tasseling/seed filling","09-11","09-26"
"Tigray","Raya Azebo","Erba","harvesting","12-10","01-08"
"Tigray","Endamekoni","Meswaeti","land preparation","12-25","07-18"
"Tigray","Endamekoni","Meswaeti","planting","07-23","08-01"
"Tigray","Endamekoni","Meswaeti","flowering","09-11","09-27"
"Tigray","Endamekoni","Meswaeti","tasseling/seed filling","10-05","10-16"
"Tigray","Endamekoni","Meswaeti","harvesting","10-31","12-05"
"Tigray","Endamekoni","Meswaeti","land preparation","12-25","06-07"
"Tigray","Endamekoni","Meswaeti","planting","07-14","07-26"
"Tigray","Endamekoni","Meswaeti","flowering","09-03","09-25"
"Tigray","Endamekoni","Meswaeti","tasseling/seed filling","09-30","10-15"
"Tigray","Endamekoni","Meswaeti","harvesting","11-14","12-04"
"Tigray","Raya Azebo","Wargba","land preparation","02-11","07-07"
"Tigray","Raya Azebo","Wargba","planting","07-23","08-13"
"Tigray","Raya Azebo","Wargba","flowering","08-22","09-26"
"Tigray","Raya Azebo","Wargba","tasseling/seed filling","09-28","10-10"
"Tigray","Raya Azebo","Wargba","harvesting","10-26","12-09"
"Tigray","Raya Azebo","Wargba","land preparation","02-09","04-08"
"Tigray","Raya Azebo","Wargba","planting","04-22","06-07"
"Tigray","Raya Azebo","Wargba","flowering","08-22","09-05"
"Tigray","Raya Azebo","Wargba","tasseling/seed filling","09-26","11-09"
"Tigray","Raya Azebo","Wargba","harvesting","12-01","12-24"
"Tigray","Endamekoni","Tahtay haya","land preparation","01-10","07-08"
"Tigray","Endamekoni","Tahtay haya","planting","08-01","08-12"
"Tigray","Endamekoni","Tahtay haya","flowering","09-03","09-25"
"Tigray","Endamekoni","Tahtay haya","tasseling/seed filling","09-28","10-25"
"Tigray","Endamekoni","Tahtay haya","harvesting","12-10","12-09"
"Tigray","Endamekoni","Tahtay haya","land preparation","01-10","07-05"
"Tigray","Endamekoni","Tahtay haya","planting","07-17","07-29"
"Tigray","Endamekoni","Tahtay haya","flowering","09-02","09-27"
"Tigray","Endamekoni","Tahtay haya","tasseling/seed filling","10-02","10-15"
"Tigray","Endamekoni","Tahtay haya","harvesting","11-14","12-02"
"Tigray","Endamekoni","Mekan","land preparation","01-10","07-13"
"Tigray","Endamekoni","Mekan","planting","07-22","08-01"
"Tigray","Endamekoni","Mekan","flowering","08-21","09-16"
"Tigray","Endamekoni","Mekan","tasseling/seed filling","09-27","10-11"
"Tigray","Endamekoni","Mekan","harvesting","10-31","11-25"
"Tigray","Endamekoni","Mekan","land preparation","01-10","07-07"
"Tigray","Endamekoni","Mekan","planting","07-13","07-22"
"Tigray","Endamekoni","Mekan","flowering","09-05","09-26"
"Tigray","Endamekoni","Mekan","tasseling/seed filling","10-11","10-26"
"Tigray","Endamekoni","Mekan","harvesting","11-16","12-10"
"Tigray","Endamekoni","Hizba Teklehymanot","land preparation","12-25","07-17"
"Tigray","Endamekoni","Hizba Teklehymanot","planting","07-28","08-14"
"Tigray","Endamekoni","Hizba Teklehymanot","flowering","08-31","09-10"
"Tigray","Endamekoni","Hizba Teklehymanot","tasseling/seed filling","09-15","09-26"
"Tigray","Endamekoni","Hizba Teklehymanot","harvesting","10-20","11-14"
"Tigray","Endamekoni","Hizba Teklehymanot","land preparation","12-24","06-22"
"Tigray","Endamekoni","Hizba Teklehymanot","planting","07-08","07-22"
"Tigray","Endamekoni","Hizba Teklehymanot","flowering","09-05","09-20"
"Tigray","Endamekoni","Hizba Teklehymanot","tasseling/seed filling","09-27","10-15"
"Tigray","Endamekoni","Hizba Teklehymanot","harvesting","11-10","11-29"
"Tigray","Emba-Alaje","Tekea","land preparation","01-10","06-07"
"Tigray","Emba-Alaje","Tekea","planting","06-08","08-06"
"Tigray","Emba-Alaje","Tekea","flowering","08-22","09-11"
"Tigray","Emba-Alaje","Tekea","tasseling/seed filling","09-26","10-11"
"Tigray","Emba-Alaje","Tekea","harvesting","10-17","12-10"
"Tigray","Emba-Alaje","Tekea","land preparation","06-08","06-08"
"Tigray","Emba-Alaje","Tekea","planting","06-08","07-07"
"Tigray","Emba-Alaje","Tekea","flowering","08-22","09-27"
"Tigray","Emba-Alaje","Tekea","tasseling/seed filling","09-27","10-12"
"Tigray","Emba-Alaje","Tekea","harvesting","10-28","11-10"
"Tigray","Kilte Awlaelo","Debrebrhan","land preparation","06-08","07-22"
"Tigray","Kilte Awlaelo","Debrebrhan","planting","07-25","08-04"
"Tigray","Kilte Awlaelo","Debrebrhan","flowering","09-12","09-26"
"Tigray","Kilte Awlaelo","Debrebrhan","tasseling/seed filling","09-26","10-26"
"Tigray","Kilte Awlaelo","Debrebrhan","harvesting","11-23","12-02"
"Tigray","Kilte Awlaelo","Debrebrhan","land preparation","03-10","06-22"
"Tigray","Kilte Awlaelo","Debrebrhan","planting","07-05","07-22"
"Tigray","Kilte Awlaelo","Debrebrhan","flowering","08-22","09-11"
"Tigray","Kilte Awlaelo","Debrebrhan","tasseling/seed filling","09-28","10-11"
"Tigray","Kilte Awlaelo","Debrebrhan","harvesting","10-15","12-10"
"Tigray","Kilte Awlaelo","Hayelom","land preparation","06-08","07-20"
"Tigray","Kilte Awlaelo","Hayelom","planting","07-22","08-06"
"Tigray","Kilte Awlaelo","Hayelom","flowering","09-05","09-24"
"Tigray","Kilte Awlaelo","Hayelom","tasseling/seed filling","10-12","10-27"
"Tigray","Kilte Awlaelo","Hayelom","harvesting","10-31","12-10"
"Tigray","Kilte Awlaelo","Hayelom","land preparation","03-10","06-07"
"Tigray","Kilte Awlaelo","Hayelom","planting","06-29","08-06"
"Tigray","Kilte Awlaelo","Hayelom","flowering","08-22","09-05"
"Tigray","Kilte Awlaelo","Hayelom","tasseling/seed filling","09-28","10-11"
"Tigray","Kilte Awlaelo","Hayelom","harvesting","10-15","12-10"
"Tigray","Kilte Awlaelo","Hadnet","land preparation","05-24","07-22"
"Tigray","Kilte Awlaelo","Hadnet","planting","08-01","08-11"
"Tigray","Kilte Awlaelo","Hadnet","flowering","09-28","10-11"
"Tigray","Kilte Awlaelo","Hadnet","tasseling/seed filling","11-05","11-25"
"Tigray","Kilte Awlaelo","Hadnet","harvesting","12-05","12-25"
"Tigray","Kilte Awlaelo","Hadnet","land preparation","03-10","06-17"
"Tigray","Kilte Awlaelo","Hadnet","planting","06-20","08-02"
"Tigray","Kilte Awlaelo","Hadnet","flowering","08-31","09-28"
"Tigray","Kilte Awlaelo","Hadnet","tasseling/seed filling","10-23","11-09"
"Tigray","Kilte Awlaelo","Hadnet","harvesting","11-11","12-15"
"Tigray","Emba-Alaje","Seret","land preparation","01-10","06-23"
"Tigray","Emba-Alaje","Seret","planting","07-30","08-06"
"Tigray","Emba-Alaje","Seret","flowering","09-25","10-10"
"Tigray","Emba-Alaje","Seret","tasseling/seed filling","10-26","11-09"
"Tigray","Emba-Alaje","Seret","harvesting","11-25","12-10"
"Tigray","Emba-Alaje","Seret","land preparation","01-10","06-10"
"Tigray","Emba-Alaje","Seret","planting","06-20","07-08"
"Tigray","Emba-Alaje","Seret","flowering","08-21","09-05"
"Tigray","Emba-Alaje","Seret","tasseling/seed filling","09-26","10-11"
"Tigray","Emba-Alaje","Seret","harvesting","11-26","11-25"
"Tigray","Saharti Samre","Cheli","land preparation","05-09","07-07"
"Tigray","Saharti Samre","Cheli","planting","07-08","07-31"
"Tigray","Saharti Samre","Cheli","flowering","08-22","09-05"
"Tigray","Saharti Samre","Cheli","tasseling/seed filling","09-01","09-16"
"Tigray","Saharti Samre","Cheli","harvesting","10-17","11-10"
"Tigray","Saharti Samre","Cheli","land preparation","02-08","05-08"
"Tigray","Saharti Samre","Cheli","planting","05-09","06-22"
"Tigray","Saharti Samre","Cheli","flowering","08-07","09-05"
"Tigray","Saharti Samre","Cheli","tasseling/seed filling","08-16","09-15"
"Tigray","Saharti Samre","Cheli","harvesting","11-10","12-10"
"Tigray","Saharti-Samre","Esiret","land preparation","03-10","07-07"
"Tigray","Saharti-Samre","Esiret","planting","07-08","08-02"
"Tigray","Saharti-Samre","Esiret","flowering","08-22","08-30"
"Tigray","Saharti-Samre","Esiret","tasseling/seed filling","08-27","09-04"
"Tigray","Saharti-Samre","Esiret","harvesting","10-11","11-10"
"Tigray","Saharti-Samre","Esiret","land preparation","01-09","03-09"
"Tigray","Saharti-Samre","Esiret","planting","05-09","06-22"
"Tigray","Saharti-Samre","Esiret","flowering","08-21","09-27"
"Tigray","Saharti-Samre","Esiret","tasseling/seed filling","08-28","09-10"
"Tigray","Saharti-Samre","Esiret","harvesting","11-11","12-04"
"Tigray","Saharti-Samre","Bamba","land preparation","06-22","07-12"
"Tigray","Saharti-Samre","Bamba","planting","07-13","07-29"
"Tigray","Saharti-Samre","Bamba","flowering","08-21","09-05"
"Tigray","Saharti-Samre","Bamba","tasseling/seed filling","09-04","09-16"
"Tigray","Saharti-Samre","Bamba","harvesting","10-12","10-27"
"Tigray","Saharti-Samre","Bamba","land preparation","03-10","05-13"
"Tigray","Saharti-Samre","Bamba","planting","05-14","06-22"
"Tigray","Saharti-Samre","Bamba","flowering","08-11","09-05"
"Tigray","Saharti-Samre","Bamba","tasseling/seed filling","08-21","09-16"
"Tigray","Saharti-Samre","Bamba","harvesting","11-11","11-23"
"Amhara","Libo Kemkem","Anigot","land preparation","05-09","07-07"
"Amhara","Libo Kemkem","Anigot","planting","07-12","07-28"
"Amhara","Libo Kemkem","Anigot","flowering","09-12","10-11"
"Amhara","Libo Kemkem","Anigot","tasseling/seed filling","10-12","11-10"
"Amhara","Libo Kemkem","Anigot","harvesting","11-11","12-10"
"Amhara","Libo Kemkem","Anigot","land preparation","03-10","05-08"
"Amhara","Libo Kemkem","Anigot","planting","05-09","01-19"
"Amhara","Libo Kemkem","Anigot","flowering","08-23","08-22"
"Amhara","Libo Kemkem","Anigot","tasseling/seed filling","08-27","09-28"
"Amhara","Libo Kemkem","Anigot","harvesting","10-27","11-10"
"Amhara","Libo Kemkem","Anigot","land preparation","04-09","06-07"
"Amhara","Libo Kemkem","Anigot","planting","06-08","07-07"
"Amhara","Libo Kemkem","Anigot","flowering","08-22","09-12"
"Amhara","Libo Kemkem","Anigot","tasseling/seed filling","09-27","10-26"
"Amhara","Libo Kemkem","Anigot","harvesting","11-11","12-10"
